XS01G0008600.1	XS01G0008600	desc	Chr01	+	702278	702787			702278	702787
XS01G0008700.1	XS01G0008700	desc	Chr01	+	704133	704642			704133	704642
XS01G0008800.1	XS01G0008800	desc	Chr01	-	706513	711755			706513	711755
XS01G0008900.1	XS01G0008900	desc	Chr01	+	712873	715295			712873	715295
XS01G0009000.1	XS01G0009000	desc	Chr01	-	714117	719263			714117	719263
XS01G0009100.1	XS01G0009100	desc	Chr01	+	721905	722526			721905	722526
XS01G0009200.1	XS01G0009200	desc	Chr01	-	722871	726077			722871	726077
XS01G0009500.1	XS01G0009500	desc	Chr01	-	728632	738316			728632	738316
XS01G0009700.1	XS01G0009700	desc	Chr01	-	757025	762206			757025	762206
XS01G0009800.1	XS01G0009800	desc	Chr01	+	763498	769852			763498	769852
XS01G0010100.1	XS01G0010100	desc	Chr01	+	777037	787838			777037	787838
XS01G0010600.1	XS01G0010600	desc	Chr01	+	830907	832966			830907	832966
XS01G0010700.1	XS01G0010700	desc	Chr01	-	833165	838286			833165	838286
XS01G0010800.1	XS01G0010800	desc	Chr01	+	845481	848523			845481	848523
XS01G0010900.1	XS01G0010900	desc	Chr01	-	848678	851633			848678	851633
XS01G0011000.1	XS01G0011000	desc	Chr01	-	855241	857310			855241	857310
XS01G0011400.1	XS01G0011400	desc	Chr01	-	900209	900727			900209	900727
XS01G0011500.1	XS01G0011500	desc	Chr01	-	906468	907718			906468	907718
XS01G0011600.1	XS01G0011600	desc	Chr01	+	911922	917704			911922	917704
XS01G0011800.1	XS01G0011800	desc	Chr01	+	925328	932448			925328	932448
XS01G0012600.1	XS01G0012600	desc	Chr01	+	970110	980005			970110	980005
XS01G0012700.1	XS01G0012700	desc	Chr01	-	981048	984525			981048	984525
XS01G0012800.1	XS01G0012800	desc	Chr01	-	987490	1008637			987490	1008637
XS01G0012900.1	XS01G0012900	desc	Chr01	+	1014150	1018232			1014150	1018232
XS01G0013200.1	XS01G0013200	desc	Chr01	+	1035632	1036942			1035632	1036942
XS01G0013300.1	XS01G0013300	desc	Chr01	-	1041658	1044575			1041658	1044575
XS01G0013800.1	XS01G0013800	desc	Chr01	+	1081383	1082696			1081383	1082696
XS01G0014000.1	XS01G0014000	desc	Chr01	+	1092047	1095119			1092047	1095119
XS01G0014100.1	XS01G0014100	desc	Chr01	-	1095406	1110336			1095406	1110336
XS01G0014200.1	XS01G0014200	desc	Chr01	-	1114983	1116816			1114983	1116816
XS01G0014500.1	XS01G0014500	desc	Chr01	+	1206694	1208001			1206694	1208001
XS01G0014600.1	XS01G0014600	desc	Chr01	+	1242426	1243757			1242426	1243757
XS01G0014700.1	XS01G0014700	desc	Chr01	-	1246774	1256217			1246774	1256217
XS01G0014800.1	XS01G0014800	desc	Chr01	+	1271636	1277312			1271636	1277312
XS01G0014900.1	XS01G0014900	desc	Chr01	-	1281861	1286734			1281861	1286734
XS01G0015000.1	XS01G0015000	desc	Chr01	-	1289525	1296633			1289525	1296633
XS01G0015500.1	XS01G0015500	desc	Chr01	+	1333440	1338494			1333440	1338494
XS01G0015600.1	XS01G0015600	desc	Chr01	+	1441009	1444706			1441009	1444706
XS01G0015800.1	XS01G0015800	desc	Chr01	+	1474621	1476896			1474621	1476896
XS01G0016200.1	XS01G0016200	desc	Chr01	-	1511855	1515888			1511855	1515888
XS01G0017000.1	XS01G0017000	desc	Chr01	-	1609201	1615463			1609201	1615463
XS01G0017100.1	XS01G0017100	desc	Chr01	-	1618383	1618973			1618383	1618973
XS01G0017200.1	XS01G0017200	desc	Chr01	-	1619614	1623950			1619614	1623950
XS01G0017300.1	XS01G0017300	desc	Chr01	-	1629972	1630845			1629972	1630845
XS01G0017400.1	XS01G0017400	desc	Chr01	+	1635010	1635816			1635010	1635816
XS01G0017500.1	XS01G0017500	desc	Chr01	+	1639554	1640261			1639554	1640261
XS01G0017600.1	XS01G0017600	desc	Chr01	+	1643081	1648040			1643081	1648040
XS01G0017700.1	XS01G0017700	desc	Chr01	+	1656072	1658452			1656072	1658452
XS01G0017800.1	XS01G0017800	desc	Chr01	+	1661062	1664075			1661062	1664075
XS01G0017900.1	XS01G0017900	desc	Chr01	-	1665150	1673560			1665150	1673560
XS01G0018000.1	XS01G0018000	desc	Chr01	-	1679677	1689894			1679677	1689894
XS01G0019000.1	XS01G0019000	desc	Chr01	-	1852515	1853657			1852515	1853657
XS01G0019300.1	XS01G0019300	desc	Chr01	-	1885040	1892870			1885040	1892870
XS01G0019400.1	XS01G0019400	desc	Chr01	+	1903355	1905794			1903355	1905794
XS01G0019700.1	XS01G0019700	desc	Chr01	+	1938904	1940661			1938904	1940661
XS01G0020100.1	XS01G0020100	desc	Chr01	-	1998449	2000865			1998449	2000865
XS01G0020600.1	XS01G0020600	desc	Chr01	-	2048830	2051254			2048830	2051254
XS01G0020700.1	XS01G0020700	desc	Chr01	-	2058453	2058970			2058453	2058970
XS01G0020800.1	XS01G0020800	desc	Chr01	-	2066227	2067409			2066227	2067409
XS01G0021000.1	XS01G0021000	desc	Chr01	-	2077066	2080351			2077066	2080351
XS01G0021100.1	XS01G0021100	desc	Chr01	-	2123795	2126363			2123795	2126363
XS01G0021500.1	XS01G0021500	desc	Chr01	-	2142499	2144987			2142499	2144987
XS01G0021800.1	XS01G0021800	desc	Chr01	+	2155617	2156777			2155617	2156777
XS01G0021900.1	XS01G0021900	desc	Chr01	-	2157015	2159834			2157015	2159834
XS01G0022100.1	XS01G0022100	desc	Chr01	-	2171742	2172221			2171742	2172221
XS01G0022500.1	XS01G0022500	desc	Chr01	+	2193733	2195148			2193733	2195148
XS01G0022600.1	XS01G0022600	desc	Chr01	+	2204609	2206018			2204609	2206018
XS01G0022700.1	XS01G0022700	desc	Chr01	+	2207862	2218852			2207862	2218852
XS01G0022900.1	XS01G0022900	desc	Chr01	-	2233123	2243777			2233123	2243777
XS01G0023000.1	XS01G0023000	desc	Chr01	-	2246386	2250919			2246386	2250919
XS01G0023100.1	XS01G0023100	desc	Chr01	-	2252243	2253647			2252243	2253647
XS01G0023200.1	XS01G0023200	desc	Chr01	-	2254604	2262616			2254604	2262616
XS01G0023300.1	XS01G0023300	desc	Chr01	+	2277305	2290865			2277305	2290865
XS01G0023400.1	XS01G0023400	desc	Chr01	+	2292316	2294368			2292316	2294368
XS01G0023500.1	XS01G0023500	desc	Chr01	+	2295291	2303346			2295291	2303346
XS01G0023600.1	XS01G0023600	desc	Chr01	-	2304098	2308992			2304098	2308992
XS01G0023700.1	XS01G0023700	desc	Chr01	+	2319600	2321689			2319600	2321689
XS01G0023800.1	XS01G0023800	desc	Chr01	+	2324032	2328234			2324032	2328234
XS01G0024100.1	XS01G0024100	desc	Chr01	+	2348911	2350907			2348911	2350907
XS01G0024200.1	XS01G0024200	desc	Chr01	-	2360985	2365109			2360985	2365109
XS01G0024400.1	XS01G0024400	desc	Chr01	+	2385097	2386173			2385097	2386173
XS01G0024500.1	XS01G0024500	desc	Chr01	-	2391308	2392484			2391308	2392484
XS01G0024600.1	XS01G0024600	desc	Chr01	-	2418730	2424958			2418730	2424958
XS01G0024700.1	XS01G0024700	desc	Chr01	+	2426574	2432078			2426574	2432078
XS01G0024900.1	XS01G0024900	desc	Chr01	-	2434242	2435386			2434242	2435386
XS01G0025000.1	XS01G0025000	desc	Chr01	+	2436940	2442698			2436940	2442698
XS01G0025200.1	XS01G0025200	desc	Chr01	+	2453804	2454789			2453804	2454789
XS01G0025300.1	XS01G0025300	desc	Chr01	-	2456795	2460982			2456795	2460982
XS01G0025400.1	XS01G0025400	desc	Chr01	+	2466921	2487610			2466921	2487610
XS01G0025500.1	XS01G0025500	desc	Chr01	-	2487947	2488614			2487947	2488614
XS01G0025600.1	XS01G0025600	desc	Chr01	-	2494475	2496396			2494475	2496396
XS01G0025900.1	XS01G0025900	desc	Chr01	+	2510476	2511575			2510476	2511575
XS01G0026000.1	XS01G0026000	desc	Chr01	+	2523106	2524831			2523106	2524831
XS01G0026100.1	XS01G0026100	desc	Chr01	+	2532330	2533264			2532330	2533264
XS01G0026200.1	XS01G0026200	desc	Chr01	+	2537847	2538769			2537847	2538769
XS01G0026300.1	XS01G0026300	desc	Chr01	+	2545367	2547420			2545367	2547420
XS01G0026400.1	XS01G0026400	desc	Chr01	+	2551530	2553123			2551530	2553123
XS01G0026500.1	XS01G0026500	desc	Chr01	+	2556419	2557918			2556419	2557918
XS01G0026600.1	XS01G0026600	desc	Chr01	+	2561951	2563240			2561951	2563240
XS01G0026700.1	XS01G0026700	desc	Chr01	+	2592043	2596457			2592043	2596457
XS01G0026800.1	XS01G0026800	desc	Chr01	+	2602771	2603480			2602771	2603480
XS01G0026900.1	XS01G0026900	desc	Chr01	+	2605612	2607753			2605612	2607753
XS01G0027000.1	XS01G0027000	desc	Chr01	-	2618494	2619651			2618494	2619651
XS01G0027500.1	XS01G0027500	desc	Chr01	+	2665737	2674465			2665737	2674465
XS01G0027600.1	XS01G0027600	desc	Chr01	+	2685857	2688573			2685857	2688573
XS01G0027700.1	XS01G0027700	desc	Chr01	+	2694154	2694648			2694154	2694648
XS01G0027800.1	XS01G0027800	desc	Chr01	+	2697340	2698979			2697340	2698979
XS01G0027900.1	XS01G0027900	desc	Chr01	-	2698801	2701654			2698801	2701654
XS01G0028100.1	XS01G0028100	desc	Chr01	-	2718262	2721989			2718262	2721989
XS01G0028600.1	XS01G0028600	desc	Chr01	-	2767615	2769059			2767615	2769059
XS01G0028700.1	XS01G0028700	desc	Chr01	-	2791342	2792731			2791342	2792731
XS01G0029000.1	XS01G0029000	desc	Chr01	+	2845875	2847041			2845875	2847041
XS01G0029100.1	XS01G0029100	desc	Chr01	+	2848251	2848784			2848251	2848784
XS01G0029200.1	XS01G0029200	desc	Chr01	+	2859379	2861872			2859379	2861872
XS01G0030200.1	XS01G0030200	desc	Chr01	-	2914622	2915213			2914622	2915213
XS01G0030400.1	XS01G0030400	desc	Chr01	-	2936432	2937219			2936432	2937219
XS01G0030500.1	XS01G0030500	desc	Chr01	-	2949556	2950257			2949556	2950257
XS01G0030700.1	XS01G0030700	desc	Chr01	-	2974853	2975757			2974853	2975757
XS01G0030900.1	XS01G0030900	desc	Chr01	-	2991047	2996708			2991047	2996708
XS01G0031200.1	XS01G0031200	desc	Chr01	+	3027524	3028057			3027524	3028057
XS01G0031300.1	XS01G0031300	desc	Chr01	-	3055436	3056225			3055436	3056225
XS01G0031400.1	XS01G0031400	desc	Chr01	-	3065558	3066210			3065558	3066210
XS01G0031700.1	XS01G0031700	desc	Chr01	+	3085518	3086742			3085518	3086742
XS01G0031900.1	XS01G0031900	desc	Chr01	-	3171883	3173013			3171883	3173013
XS01G0032100.1	XS01G0032100	desc	Chr01	-	3193972	3194430			3193972	3194430
XS01G0032300.1	XS01G0032300	desc	Chr01	+	3207280	3208505			3207280	3208505
XS01G0032400.1	XS01G0032400	desc	Chr01	+	3241315	3244035			3241315	3244035
XS01G0032500.1	XS01G0032500	desc	Chr01	-	3249902	3253811			3249902	3253811
XS01G0032700.1	XS01G0032700	desc	Chr01	+	3260630	3264861			3260630	3264861
XS01G0033000.1	XS01G0033000	desc	Chr01	+	3281620	3283891			3281620	3283891
XS01G0033100.1	XS01G0033100	desc	Chr01	+	3286896	3290174			3286896	3290174
XS01G0033200.1	XS01G0033200	desc	Chr01	-	3291721	3292422			3291721	3292422
XS01G0033300.1	XS01G0033300	desc	Chr01	-	3299343	3303506			3299343	3303506
XS01G0033600.1	XS01G0033600	desc	Chr01	-	3330748	3357116			3330748	3357116
XS01G0033800.1	XS01G0033800	desc	Chr01	+	3378508	3393633			3378508	3393633
XS01G0034000.1	XS01G0034000	desc	Chr01	+	3399650	3407345			3399650	3407345
XS01G0034100.1	XS01G0034100	desc	Chr01	-	3409845	3412265			3409845	3412265
XS01G0035200.1	XS01G0035200	desc	Chr01	-	3468997	3472272			3468997	3472272
XS01G0035400.1	XS01G0035400	desc	Chr01	+	3516797	3517960			3516797	3517960
XS01G0035500.1	XS01G0035500	desc	Chr01	+	3521797	3523386			3521797	3523386
XS01G0036100.1	XS01G0036100	desc	Chr01	+	3578111	3579280			3578111	3579280
XS01G0036300.1	XS01G0036300	desc	Chr01	+	3585563	3587922			3585563	3587922
XS01G0036400.1	XS01G0036400	desc	Chr01	+	3594457	3596451			3594457	3596451
XS01G0036700.1	XS01G0036700	desc	Chr01	-	3611877	3623877			3611877	3623877
XS01G0036800.1	XS01G0036800	desc	Chr01	-	3636129	3639113			3636129	3639113
XS01G0036900.1	XS01G0036900	desc	Chr01	-	3660673	3664477			3660673	3664477
XS01G0037000.1	XS01G0037000	desc	Chr01	+	3668672	3672154			3668672	3672154
XS01G0037200.1	XS01G0037200	desc	Chr01	-	3680609	3684488			3680609	3684488
XS01G0037300.1	XS01G0037300	desc	Chr01	+	3697459	3699078			3697459	3699078
XS01G0037400.1	XS01G0037400	desc	Chr01	-	3700751	3704814			3700751	3704814
XS01G0037900.1	XS01G0037900	desc	Chr01	-	3734336	3741995			3734336	3741995
XS01G0038000.1	XS01G0038000	desc	Chr01	+	3771952	3778598			3771952	3778598
XS01G0038100.1	XS01G0038100	desc	Chr01	-	3780130	3786646			3780130	3786646
XS01G0038500.1	XS01G0038500	desc	Chr01	+	3821822	3832460			3821822	3832460
XS01G0038700.1	XS01G0038700	desc	Chr01	+	3879960	3880467			3879960	3880467
XS01G0039000.1	XS01G0039000	desc	Chr01	-	3908945	3913360			3908945	3913360
XS01G0039200.1	XS01G0039200	desc	Chr01	+	3933766	3935608			3933766	3935608
XS01G0039300.1	XS01G0039300	desc	Chr01	+	3952165	3958390			3952165	3958390
XS01G0039400.1	XS01G0039400	desc	Chr01	-	3956061	3960359			3956061	3960359
XS01G0039600.1	XS01G0039600	desc	Chr01	+	3980406	3986463			3980406	3986463
XS01G0039800.1	XS01G0039800	desc	Chr01	+	4015925	4017696			4015925	4017696
XS01G0039900.1	XS01G0039900	desc	Chr01	-	4018164	4022145			4018164	4022145
XS01G0040300.1	XS01G0040300	desc	Chr01	-	4038890	4043993			4038890	4043993
XS01G0041200.1	XS01G0041200	desc	Chr01	+	4091527	4097223			4091527	4097223
XS01G0041700.1	XS01G0041700	desc	Chr01	+	4137868	4142000			4137868	4142000
XS01G0042100.1	XS01G0042100	desc	Chr01	+	4190735	4193470			4190735	4193470
XS01G0042200.1	XS01G0042200	desc	Chr01	+	4194681	4195472			4194681	4195472
XS01G0042300.1	XS01G0042300	desc	Chr01	-	4196568	4200552			4196568	4200552
XS01G0042800.1	XS01G0042800	desc	Chr01	+	4285433	4289182			4285433	4289182
XS01G0042900.1	XS01G0042900	desc	Chr01	-	4292975	4295268			4292975	4295268
XS01G0043200.1	XS01G0043200	desc	Chr01	-	4318059	4318585			4318059	4318585
XS01G0043700.1	XS01G0043700	desc	Chr01	+	4404147	4417377			4404147	4417377
XS01G0043800.1	XS01G0043800	desc	Chr01	-	4421474	4429986			4421474	4429986
XS01G0043900.1	XS01G0043900	desc	Chr01	-	4435731	4438959			4435731	4438959
XS01G0044100.1	XS01G0044100	desc	Chr01	-	4451637	4454226			4451637	4454226
XS01G0044600.1	XS01G0044600	desc	Chr01	+	4535936	4537015			4535936	4537015
XS01G0044700.1	XS01G0044700	desc	Chr01	-	4538197	4542177			4538197	4542177
XS01G0044900.1	XS01G0044900	desc	Chr01	+	4545525	4547340			4545525	4547340
XS01G0045100.1	XS01G0045100	desc	Chr01	-	4569242	4571371			4569242	4571371
XS01G0045400.1	XS01G0045400	desc	Chr01	+	4587252	4592280			4587252	4592280
XS01G0045500.1	XS01G0045500	desc	Chr01	-	4592889	4593455			4592889	4593455
XS01G0045800.1	XS01G0045800	desc	Chr01	+	4605213	4606420			4605213	4606420
XS01G0046000.1	XS01G0046000	desc	Chr01	+	4615321	4616528			4615321	4616528
XS01G0046100.1	XS01G0046100	desc	Chr01	+	4619946	4624895			4619946	4624895
XS01G0046200.1	XS01G0046200	desc	Chr01	-	4625229	4626115			4625229	4626115
XS01G0046300.1	XS01G0046300	desc	Chr01	+	4635885	4639483			4635885	4639483
XS01G0046400.1	XS01G0046400	desc	Chr01	+	4669911	4674859			4669911	4674859
XS01G0046500.1	XS01G0046500	desc	Chr01	-	4674429	4676158			4674429	4676158
XS01G0046600.1	XS01G0046600	desc	Chr01	+	4693362	4699299			4693362	4699299
XS01G0046800.1	XS01G0046800	desc	Chr01	+	4737460	4742783			4737460	4742783
XS01G0046900.1	XS01G0046900	desc	Chr01	-	4746296	4758003			4746296	4758003
XS01G0047200.1	XS01G0047200	desc	Chr01	+	4760271	4765164			4760271	4765164
XS01G0047300.1	XS01G0047300	desc	Chr01	-	4762516	4770628			4762516	4770628
XS01G0047700.1	XS01G0047700	desc	Chr01	+	4807326	4811058			4807326	4811058
XS01G0047800.1	XS01G0047800	desc	Chr01	+	4816044	4820316			4816044	4820316
XS01G0048000.1	XS01G0048000	desc	Chr01	+	4833536	4835570			4833536	4835570
XS01G0048100.1	XS01G0048100	desc	Chr01	+	4840254	4844462			4840254	4844462
XS01G0048200.1	XS01G0048200	desc	Chr01	+	4848889	4852865			4848889	4852865
XS01G0048900.1	XS01G0048900	desc	Chr01	+	4917490	4924181			4917490	4924181
XS01G0049000.1	XS01G0049000	desc	Chr01	-	4926429	4928308			4926429	4928308
XS01G0049200.1	XS01G0049200	desc	Chr01	-	4936723	4944491			4936723	4944491
XS01G0049600.1	XS01G0049600	desc	Chr01	+	4966996	4970149			4966996	4970149
XS01G0050200.1	XS01G0050200	desc	Chr01	+	5021198	5022451			5021198	5022451
XS01G0050300.1	XS01G0050300	desc	Chr01	+	5042036	5045729			5042036	5045729
XS01G0050400.1	XS01G0050400	desc	Chr01	-	5045874	5050994			5045874	5050994
XS01G0050600.1	XS01G0050600	desc	Chr01	+	5057590	5058708			5057590	5058708
XS01G0050700.1	XS01G0050700	desc	Chr01	+	5089974	5101788			5089974	5101788
XS01G0050900.1	XS01G0050900	desc	Chr01	-	5115698	5124576			5115698	5124576
XS01G0051000.1	XS01G0051000	desc	Chr01	+	5132068	5135139			5132068	5135139
XS01G0052100.1	XS01G0052100	desc	Chr01	-	5224849	5235082			5224849	5235082
XS01G0052800.1	XS01G0052800	desc	Chr01	-	5248921	5260284			5248921	5260284
XS01G0052900.1	XS01G0052900	desc	Chr01	-	5285399	5288235			5285399	5288235
XS01G0053000.1	XS01G0053000	desc	Chr01	-	5291095	5299483			5291095	5299483
XS01G0053100.1	XS01G0053100	desc	Chr01	-	5334014	5337428			5334014	5337428
XS01G0053200.1	XS01G0053200	desc	Chr01	-	5358846	5361633			5358846	5361633
XS01G0053300.1	XS01G0053300	desc	Chr01	-	5370154	5381585			5370154	5381585
XS01G0053400.1	XS01G0053400	desc	Chr01	-	5406424	5415288			5406424	5415288
XS01G0053500.1	XS01G0053500	desc	Chr01	-	5441167	5445029			5441167	5445029
XS01G0053600.1	XS01G0053600	desc	Chr01	-	5467442	5470790			5467442	5470790
XS01G0053700.1	XS01G0053700	desc	Chr01	-	5503073	5507903			5503073	5507903
XS01G0054300.1	XS01G0054300	desc	Chr01	+	5528688	5530070			5528688	5530070
XS01G0054600.1	XS01G0054600	desc	Chr01	+	5582219	5587807			5582219	5587807
XS01G0054700.1	XS01G0054700	desc	Chr01	+	5593096	5597223			5593096	5597223
XS01G0055400.1	XS01G0055400	desc	Chr01	+	5670788	5673629			5670788	5673629
XS01G0055500.1	XS01G0055500	desc	Chr01	-	5705891	5711788			5705891	5711788
XS01G0055800.1	XS01G0055800	desc	Chr01	-	5749068	5751100			5749068	5751100
XS01G0056400.1	XS01G0056400	desc	Chr01	+	5842615	5843490			5842615	5843490
XS01G0056700.1	XS01G0056700	desc	Chr01	+	5913872	5918770			5913872	5918770
XS01G0056800.1	XS01G0056800	desc	Chr01	-	5920203	5921594			5920203	5921594
XS01G0057300.1	XS01G0057300	desc	Chr01	+	5954637	5955407			5954637	5955407
XS01G0057400.1	XS01G0057400	desc	Chr01	-	5955496	5959570			5955496	5959570
XS01G0057700.1	XS01G0057700	desc	Chr01	-	5974501	5975022			5974501	5975022
XS01G0058100.1	XS01G0058100	desc	Chr01	+	6043343	6044895			6043343	6044895
XS01G0058200.1	XS01G0058200	desc	Chr01	-	6044587	6046584			6044587	6046584
XS01G0059300.1	XS01G0059300	desc	Chr01	+	6194375	6208838			6194375	6208838
XS01G0059400.1	XS01G0059400	desc	Chr01	-	6225105	6227171			6225105	6227171
XS01G0059700.1	XS01G0059700	desc	Chr01	-	6289312	6290025			6289312	6290025
XS01G0059800.1	XS01G0059800	desc	Chr01	-	6301981	6309814			6301981	6309814
XS01G0060100.1	XS01G0060100	desc	Chr01	+	6336662	6338891			6336662	6338891
XS01G0060300.1	XS01G0060300	desc	Chr01	+	6448598	6449631			6448598	6449631
XS01G0060800.1	XS01G0060800	desc	Chr01	-	6472222	6473814			6472222	6473814
XS01G0060900.1	XS01G0060900	desc	Chr01	-	6484898	6492785			6484898	6492785
XS01G0061100.1	XS01G0061100	desc	Chr01	-	6537073	6539686			6537073	6539686
XS01G0061600.1	XS01G0061600	desc	Chr01	+	6631778	6637250			6631778	6637250
XS01G0062800.1	XS01G0062800	desc	Chr01	-	6707198	6710832			6707198	6710832
XS01G0063100.1	XS01G0063100	desc	Chr01	-	6769838	6773141			6769838	6773141
XS01G0063200.1	XS01G0063200	desc	Chr01	+	6779100	6779699			6779100	6779699
XS01G0063300.1	XS01G0063300	desc	Chr01	-	6784039	6796109			6784039	6796109
XS01G0063400.1	XS01G0063400	desc	Chr01	-	6797534	6806276			6797534	6806276
XS01G0063500.1	XS01G0063500	desc	Chr01	-	6860417	6865759			6860417	6865759
XS01G0063600.1	XS01G0063600	desc	Chr01	-	6867223	6869691			6867223	6869691
XS01G0063700.1	XS01G0063700	desc	Chr01	+	6884368	6892239			6884368	6892239
XS01G0064000.1	XS01G0064000	desc	Chr01	+	6926160	6928223			6926160	6928223
XS01G0064100.1	XS01G0064100	desc	Chr01	-	6929290	6929970			6929290	6929970
XS01G0064200.1	XS01G0064200	desc	Chr01	-	6936234	6943349			6936234	6943349
XS01G0064400.1	XS01G0064400	desc	Chr01	+	6955951	6960955			6955951	6960955
XS01G0064500.1	XS01G0064500	desc	Chr01	-	6964659	6975665			6964659	6975665
XS01G0064800.1	XS01G0064800	desc	Chr01	-	7014902	7018738			7014902	7018738
XS01G0065100.1	XS01G0065100	desc	Chr01	-	7069310	7072973			7069310	7072973
