	MA_10018112	673	1116
	MA_1001814	2445	2621
	MA_10018171	1	771
	MA_10018366	2524	2694
	MA_10018585	1	3137
	MA_10018599	1	3513
	MA_10018650	1	2322
	MA_10018850	1	1207
	MA_10018938	699	1259
	MA_100190	6019	7041
	MA_10019041	267	552
	MA_100192	16551	17691
	MA_10019201	1	2105
	MA_10019331	752	1141
	MA_100195	13787	15613
	MA_10019515	871	1745
	MA_10019576	1469	1809
	MA_10019752	787	1119
	MA_10019758	1657	2446
	MA_10019911	2718	3386
	MA_10019946	1	2454
	MA_10020	7007	8440
	MA_10020001	1	1320
	MA_1002012	454	717
	MA_10020141	721	1149
	MA_10020365	2912	3436
	MA_10020434	2650	3369
	MA_10020558	1159	1362
	MA_100207	16015	17950
	MA_10020833	4559	6619
	MA_10020874	1453	1883
	MA_10021	10887	11456
	MA_100210	1	441
	MA_10021022	1	294
	MA_100211	1902	5318
	MA_10021234	1	1531
	MA_100213	8897	9613
	MA_10021431	1	676
	MA_10021599	1	579
	MA_10021615	1119	1278
	MA_10021649	1	441
	MA_1002165	5044	5317
	MA_10021668	438	933
	MA_10021720	706	1656
	MA_10021946	616	1086
	MA_10022041	1142	1522
	MA_10022184	3734	4930
	MA_10022288	1	537
	MA_10022392	1547	4977
	MA_10022588	1	437
	MA_10022769	3456	5188
	MA_10022863	167	975
	MA_100230	15047	15683
	MA_10023022	1035	1400
	MA_10023022	2751	3116
	MA_100231	5641	8142
	MA_10023347	499	1780
	MA_10023352	6407	7170
	MA_100236	965	5100
	MA_10023657	1	312
	MA_100242	13237	13569
	MA_100243	3982	4404
	MA_100243	13288	13587
	MA_10024357	1742	2194
	MA_10024388	1	815
	MA_10024934	1780	2782
	MA_10025084	863	2410
	MA_10025130	2051	2377
	MA_10025182	741	1306
	MA_10025286	1450	1812
	MA_10025310	2570	3557
	MA_10025722	23	586
	MA_10025826	2385	3038
	MA_10026	1632	1952
	MA_10026071	693	1063
	MA_100263	5932	6709
	MA_10026409	184	3668
	MA_10026640	2476	2808
	MA_10027	6131	6439
	MA_10027028	380	1584
	MA_10027156	415	1011
	MA_10027224	1	2339
	MA_1002731	1	1952
	MA_10027643	927	2326
	MA_10027713	368	591
	MA_10027776	245	2147
	MA_10027972	1572	2093
	MA_10028	27379	28062
	MA_10028058	1	534
	MA_100281	27386	28626
	MA_10028325	1703	2123
	MA_10028332	1	581
	MA_10028421	625	1727
	MA_10028457	1998	2405
	MA_10028544	1	886
	MA_100286	18594	19850
	MA_100286	39446	39958
	MA_100287	7640	9904
	MA_10028778	459	895
	MA_100289	4807	5788
	MA_10028938	4044	4301
	MA_10028955	225	437
	MA_10029266	2461	2790
	MA_10029321	3838	4698
	MA_10029522	1	1826
	MA_100296	3772	5373
	MA_10029693	1	4480
	MA_10029851	2721	3605
	MA_10029964	1	307
	MA_10029973	344	985
	MA_10030	19302	19977
	MA_100300	16020	18114
	MA_10030219	1560	2907
	MA_100303	26099	26719
	MA_100304	956	1654
	MA_100304	9817	12216
	MA_10030456	912	2360
	MA_100305	21565	23498
	MA_10030665	68	1081
	MA_10030828	2552	2917
	MA_10030878	4279	5020
	MA_10031	21136	22853
	MA_10031049	1151	1954
	MA_10031222	2281	2724
	MA_10031343	1641	2120
	MA_10031662	153	4312
	MA_100317	13057	13734
	MA_10031719	1	2083
	MA_10031781	265	978
	MA_10031819	1003	1278
	MA_10031902	1	657
	MA_10031925	695	1389
	MA_10032	22519	24994
	MA_10032212	1570	2499
	MA_10032317	848	1003
	MA_100327	22352	25954
	MA_10032819	3433	5385
	MA_10032879	1182	1430
	MA_10032879	1705	2237
	MA_10033	24266	25414
	MA_10033	27752	28270
	MA_10033528	779	3363
	MA_10033672	1	2485
	MA_10033839	1	167
	MA_10033993	1	1111
	MA_10034	8081	11220
	MA_10034470	1787	2251
	MA_10034488	660	842
	MA_10034634	3611	4039
	MA_10034665	1	1218
	MA_100348	1	6444
	MA_100349	39988	41877
	MA_10035028	620	1126
	MA_10035186	2315	2707
	MA_10035211	592	1335
	MA_10035305	809	1935
	MA_100359	14684	15037
	MA_10036073	1	768
	MA_10036146	2223	3201
	MA_10036422	2373	2719
	MA_10036772	1	3157
	MA_10036834	1	981
	MA_100370	3825	4360
	MA_10037005	273	1242
	MA_100371	20277	20616
	MA_100374	15843	17420
	MA_10037513	2931	3167
	MA_10037718	721	2749
	MA_100379	6127	23488
	MA_10037913	1	363
	MA_100380	5468	9594
	MA_10038097	1886	2046
	MA_10038236	4251	7636
	MA_10038446	1	4009
	MA_10038541	1	603
	MA_10038634	1820	2263
	MA_10038699	1	845
	MA_10038830	1	1022
	MA_10039253	825	1217
	MA_10039264	1	4274
	MA_10039504	343	1486
	MA_100396	33193	34386
	MA_1003999	5676	6122
	MA_10040191	1222	1508
	MA_100402	19413	20544
	MA_10040248	54	1193
	MA_10040442	1	3863
	MA_10040454	1	1270
	MA_10040460	3053	4833
	MA_10040462	1	2639
	MA_10040591	1016	1182
	MA_10040687	782	1421
	MA_100409	5132	5947
	MA_100409	22756	23073
	MA_10041	20918	24951
	MA_10041123	203	975
	MA_10041123	5979	6593
	MA_10041174	4147	5154
	MA_10041588	2338	2933
	MA_10042254	1	240
	MA_10042424	1	182
	MA_10042710	1189	1422
	MA_10042710	1465	2013
	MA_10042712	1621	2100
	MA_10042785	12	2694
	MA_10042865	1	374
	MA_1004300	1892	2542
	MA_10043102	6021	7471
	MA_10043134	2534	6336
	MA_10043178	1	692
	MA_10043209	2792	3776
	MA_100435	1543	2942
	MA_10043564	5983	7521
	MA_10043708	1718	3161
	MA_100442	1	1889
	MA_10044231	4866	5227
	MA_10044252	1	453
	MA_10044491	1	2094
	MA_1004456	2170	2598
	MA_100446	9734	12372
	MA_10044650	134	293
	MA_10044709	1	621
	MA_10044742	1315	3748
	MA_10044835	1	513
	MA_10044856	1	1008
	MA_10045066	45	390
	MA_10045090	3126	4072
	MA_10045374	2140	2379
	MA_100454	6148	11698
	MA_10045405	1	2807
	MA_10045581	50	442
	MA_10045857	1	859
	MA_10045883	2331	3053
	MA_10046	7571	9215
	MA_10046054	1	2276
	MA_100461	7794	8183
	MA_10046222	2773	3087
	MA_10046548	4104	4295
	MA_10046850	934	1977
	MA_10046944	1	275
	MA_100472	19718	24166
	MA_10047260	2607	3458
	MA_10047384	1726	2853
	MA_100474	1416	4033
	MA_10047456	1	4710
	MA_100478	29674	29877
	MA_10047900	1	2998
	MA_10047906	1	716
	MA_10047924	888	1718
	MA_10048	23490	30363
	MA_10048120	1	888
	MA_10048172	2459	4129
	MA_10048467	2770	4681
	MA_10048552	1	2110
	MA_10048594	1	804
	MA_100489	574	1662
	MA_10048917	2954	3463
	MA_10049111	2326	3447
	MA_10049308	1	431
	MA_100494	22706	32653
	MA_10049427	1	899
	MA_10049875	621	4385
	MA_1005	29946	30515
	MA_10050138	683	2299
	MA_10050700	1	837
	MA_10050745	1	536
	MA_100508	33392	54191
	MA_10050914	1	360
	MA_10050955	691	2730
	MA_10051	32274	33935
	MA_100510	16599	17369
	MA_10051073	2388	2759
	MA_10051141	3189	3856
	MA_10051181	7878	8651
	MA_10051393	3384	3881
	MA_10051501	4448	4873
	MA_10051517	1	3161
	MA_10051537	1	1415
	MA_100516	4322	4621
	MA_100516	23554	23817
	MA_100518	7307	8245
	MA_100519	28649	30802
	MA_10052142	1106	1820
	MA_100525	11931	12778
	MA_10052561	165	452
	MA_10052734	1	2639
	MA_10052748	1	1028
	MA_10052798	1	2559
	MA_10052810	1	1767
	MA_10052888	1	791
	MA_100529	15450	22008
	MA_10053	896	3337
	MA_10053307	3792	5176
	MA_10053550	1393	1983
	MA_10053571	6821	7333
	MA_10053703	1	1584
	MA_10053741	931	1368
	MA_10053838	19	1124
	MA_10053905	98	609
	MA_10054	39630	45776
	MA_100540	876	1340
	MA_10054054	1	1866
	MA_10054054	7017	7594
	MA_10054144	1	383
	MA_10054416	828	1550
	MA_10054525	76	499
	MA_100546	3535	3846
	MA_10054743	1	243
	MA_100548	11583	13013
	MA_10054925	1843	3928
	MA_100550	22122	22553
	MA_10055167	1271	1672
	MA_10055333	245	594
	MA_1005556	5052	5474
	MA_10055565	2648	5084
	MA_10055697	1147	2812
	MA_10055704	7031	7447
	MA_100558	18418	22277
	MA_10055839	4922	6064
	MA_10055889	1351	1572
	MA_10056035	1	6156
	MA_10056152	417	1604
	MA_10056152	1729	1972
	MA_100562	16591	18507
	MA_10056284	165	830
	MA_100563	21177	21554
	MA_10056514	1	1140
	MA_10056624	1	704
	MA_10056684	1155	3488
	MA_10056699	2394	2617
	MA_10056732	1	1879
	MA_10056770	499	1002
	MA_100568	12239	15719
	MA_10057045	1485	1697
	MA_100571	31857	32528
	MA_10057280	1810	2229
	MA_100573	26742	27315
	MA_100577	27743	28348
	MA_10057735	1	1075
	MA_10057836	1	1106
	MA_100579	18896	19299
	MA_10058	9354	9767
	MA_100583	28853	29275
	MA_1005833	1745	3043
	MA_100585	10647	12542
	MA_10058543	3271	4379
	MA_10058549	1	2157
	MA_10058737	594	794
	MA_10058784	308	1200
	MA_10058789	2873	3572
	MA_100588	10558	11558
	MA_10058810	20	976
	MA_10059537	3166	3799
	MA_10059847	362	592
	MA_10059887	1	4577
	MA_10060082	9763	10044
	MA_100601	45661	46269
	MA_10060152	529	1116
	MA_10060181	4003	4446
	MA_10060293	1363	1635
	MA_10060293	5028	5254
	MA_1006030	136	1079
	MA_10060367	1	2659
	MA_10060368	1058	1500
	MA_10060588	4902	5060
	MA_100606	46861	49503
	MA_10060646	1	3988
	MA_10060664	1589	3282
	MA_10060779	1	1315
	MA_100608	16768	19708
	MA_10061	4538	6720
	MA_10061067	2211	3176
	MA_10061089	2524	5134
	MA_100611	23232	24266
	MA_100611	25182	26168
	MA_10061166	448	968
	MA_10061167	1	5883
	MA_100612	2726	17397
	MA_10061366	1034	3526
	MA_10061449	1	4300
	MA_10061771	1	2587
	MA_10061796	3857	4282
	MA_10062104	769	1341
	MA_10062820	1	2701
	MA_100629	7256	7561
	MA_10063081	14	1194
	MA_10063149	1	989
	MA_10063183	1	1797
	MA_10063266	1586	1798
	MA_1006327	2533	4557
	MA_10063320	3141	3568
	MA_100637	1270	3745
	MA_10063864	1	926
	MA_10064139	1477	2939
	MA_10064214	1	1744
	MA_100643	15340	15948
	MA_10064329	1	1044
	MA_10064529	180	2234
	MA_10064667	983	1393
	MA_10064839	1	796
	MA_10064935	5035	6479
	MA_1006495	1	4128
	MA_1006495	6905	7054
	MA_1006515	2330	2587
	MA_100658	11874	12128
	MA_100658	13286	13702
	MA_10065825	879	1094
	MA_10065927	1	678
	MA_10066073	1	275
	MA_10066171	3807	4201
	MA_100662	2311	19840
	MA_10066338	3561	4145
	MA_10066449	1	762
	MA_10066589	1	3416
	MA_10066666	4016	5588
	MA_10066785	2443	3835
	MA_10066813	1715	3991
	MA_10066818	2494	2928
	MA_100669	12404	13671
	MA_10066964	68	1525
	MA_100671	11638	14136
	MA_10067271	1	3656
	MA_10067279	2958	4079
	MA_10067338	1	1862
	MA_10067385	1	996
	MA_10067517	1	3292
	MA_10067743	1	753
	MA_10067820	1990	2932
	MA_10067850	1	1290
	MA_10067934	5384	6048
	MA_10068	20419	21552
	MA_10068028	1	6182
	MA_10068363	949	1218
	MA_1006862	9117	9515
	MA_10068712	1	1998
	MA_10068736	1	871
	MA_10068859	1	370
	MA_100689	22827	23327
	MA_10068901	3676	4233
	MA_100690	18764	20965
	MA_100691	10834	11019
	MA_10069323	876	1418
	MA_10069449	1780	3030
	MA_10069672	1	265
	MA_10069723	3823	4836
	MA_10069781	2650	3146
	MA_10069912	97	662
	MA_10069919	1920	5266
	MA_1007	55123	55638
	MA_10070019	882	1258
	MA_10070047	6380	6613
	MA_100701	3772	8500
	MA_10070162	1292	1903
	MA_10070177	1	419
	MA_10070482	574	2032
	MA_10070549	1	1799
	MA_10070588	2991	4734
	MA_100706	1	47192
	MA_10070722	1	823
	MA_10070756	1	2414
	MA_10070848	1324	3528
	MA_10070914	655	1168
	MA_10070914	1288	1518
	MA_10071	32109	32507
	MA_10071	32560	33153
	MA_10071012	1	1177
	MA_10071332	431	601
	MA_10071392	838	1650
	MA_10071588	3040	3645
	MA_10071632	1	282
	MA_100717	8647	10708
	MA_10071760	1114	2797
	MA_1007189	920	1927
	MA_100722	15109	18579
	MA_100724	22262	23013
	MA_10072425	937	1627
	MA_10072439	1	3369
	MA_10072567	8754	9319
	MA_10072601	1	224
	MA_10072804	2773	3213
	MA_100729	2688	3881
	MA_10073254	703	948
	MA_10073303	418	599
	MA_100734	20870	21414
	MA_10073433	1516	2088
	MA_10073590	3667	3864
	MA_10073602	1	6002
	MA_100737	27489	27844
	MA_100739	59430	59980
	MA_10074	13268	14602
	MA_10074020	1	3377
	MA_10074049	617	3220
	MA_10074080	1	1737
	MA_100742	2719	10864
	MA_100742	34760	35171
	MA_100743	1553	2500
	MA_100749	2806	3345
	MA_10074921	1	548
	MA_100751	10971	11749
	MA_100758	1	31405
	MA_100760	37327	38925
	MA_10076038	1	728
	MA_10076142	4936	5823
	MA_100763	32468	32689
	MA_1007638	543	3003
	MA_100764	30971	31654
	MA_100768	16169	16719
	MA_10076833	1	362
	MA_100769	21297	22250
	MA_10076925	3579	4007
	MA_1007702	271	597
	MA_10077040	2523	4552
	MA_10077253	1301	5473
	MA_10077277	2245	2415
	MA_100773	1	154
	MA_100773	3301	4233
	MA_10077422	1205	1411
	MA_10077447	1023	1374
	MA_100776	14331	45961
	MA_10077735	1	583
	MA_10077735	1937	2284
	MA_10077918	1512	1730
	MA_10077950	1628	2547
	MA_10078	10626	11910
	MA_10078	29756	41683
	MA_1007851	1	795
	MA_10078639	1	200
	MA_10078675	5480	7579
	MA_10078741	151	530
	MA_10078744	555	1622
	MA_10078781	2765	5328
	MA_10078828	1	495
	MA_10078865	1	982
	MA_10078878	1	575
	MA_10079279	1071	1615
	MA_10079895	1487	1729
	MA_100802	18975	19814
	MA_100802	19866	23905
	MA_1008030	816	1182
	MA_10080469	76	327
	MA_100805	6961	7753
	MA_100805	8426	13521
	MA_10080571	2259	3197
	MA_10080636	3418	3930
	MA_10080785	1272	2126
	MA_10080868	1287	1814
	MA_10080868	4005	4319
	MA_100811	13547	13969
	MA_10081171	1	276
	MA_10081179	594	1021
	MA_10081217	911	1654
	MA_10081217	5170	5834
	MA_10081221	171	542
	MA_10081260	1	3490
	MA_10081922	1	3692
	MA_10081998	1	831
	MA_100820	13697	17436
	MA_10082062	1578	1831
	MA_10082246	240	1975
	MA_10082318	1533	1879
	MA_10082419	1299	1802
	MA_10082689	1306	2884
	MA_10082722	411	872
	MA_10082944	600	801
	MA_10083247	50	739
	MA_10083329	6955	7626
	MA_10083347	1241	1591
	MA_10083348	1860	2953
	MA_10083496	3356	4419
	MA_10083524	691	1076
	MA_100836	5125	5664
	MA_100837	8793	9458
	MA_100837	21988	22473
	MA_10083770	992	1353
	MA_10083891	1	1912
	MA_10083964	2681	3408
	MA_10084013	650	1675
	MA_10084120	1496	2176
	MA_10084477	1	2985
	MA_100845	2807	3249
	MA_10084754	776	1432
	MA_10084789	442	864
	MA_100849	35653	36362
	MA_100849	36956	37354
	MA_10085137	6732	7439
	MA_100852	23119	23645
	MA_10085280	2313	5342
	MA_100853	2814	3791
	MA_10085335	1758	3512
	MA_10085364	3046	5320
	MA_10085537	1	364
	MA_10085613	162	548
	MA_1008579	1	3090
	MA_10085839	280	580
	MA_10085913	327	608
	MA_10085965	63	1460
	MA_100863	10671	11214
	MA_10086343	487	729
	MA_10086471	1086	1949
	MA_10086594	1	971
	MA_10086651	4444	5467
	MA_10086714	22	1363
	MA_10086718	1393	3267
	MA_10086780	1	682
	MA_100868	5127	6201
	MA_10086855	1397	1909
	MA_10086863	2789	3745
	MA_10086937	883	1436
	MA_10087005	1	3284
	MA_10087018	2582	3070
	MA_100871	35154	35426
	MA_10087236	770	1096
	MA_10087243	5109	6189
	MA_1008737	981	1733
	MA_10087397	2991	3254
	MA_10087424	1	939
	MA_100875	1	11965
	MA_10087605	1868	2401
	MA_10087619	3248	3434
	MA_100877	7359	8057
	MA_10087734	1193	2443
	MA_10087752	1	1242
	MA_10087857	271	1306
	MA_10087872	8860	9486
	MA_100880	1	207
	MA_10088227	955	1443
	MA_10088495	3338	5310
	MA_100887	23536	23925
	MA_100887	29839	30096
	MA_10088906	1	1598
	MA_10089120	1	2094
	MA_100892	43466	43717
	MA_10089336	1	1252
	MA_10089774	1	167
	MA_10089894	1	2398
	MA_10090	7721	11737
	MA_10090072	5072	8068
	MA_10090427	3645	4406
	MA_100906	10485	13588
	MA_10090939	2542	3278
	MA_100910	5782	7148
	MA_100910	23929	24420
	MA_10091416	1849	2115
	MA_10091529	1	509
	MA_10091665	546	2389
	MA_10091679	1343	2489
	MA_10092	1	14880
	MA_10092307	3988	4350
	MA_10092308	2193	2525
	MA_10092337	613	1842
	MA_10092519	1899	4002
	MA_100926	27504	28583
	MA_100926	37624	37959
	MA_1009260	1713	2096
	MA_10092684	1	2817
	MA_1009270	3771	6413
	MA_100928	26306	27872
	MA_100931	1	194
	MA_100931	11519	11917
	MA_10093130	1830	2407
	MA_10093172	1879	2064
	MA_10093211	514	981
	MA_100933	7138	11040
	MA_10093562	144	605
	MA_10093638	322	588
	MA_10093746	1	4414
	MA_100939	28632	29030
	MA_10093936	1	307
	MA_10094085	1608	3744
	MA_10094161	1	763
	MA_10094161	1341	2341
	MA_10094283	305	625
	MA_10094486	1	1874
	MA_10094544	1	1070
	MA_1009465	933	2006
	MA_10094699	1	537
	MA_10094856	2088	2342
	MA_100949	7628	8209
	MA_100949	16034	16615
	MA_10094952	5021	5380
	MA_10094972	1	1373
	MA_100950	11740	12372
	MA_10095196	1076	1354
	MA_10095232	2192	2902
	MA_10095341	1	841
	MA_100954	481	1803
	MA_100954	2045	8667
	MA_10095402	701	949
	MA_10095405	1	1038
	MA_10095644	3100	3270
	MA_100959	13920	14324
	MA_10095919	1	641
	MA_10096	8516	12520
	MA_10096	22518	26145
	MA_100960	15771	16619
	MA_100961	11417	11711
	MA_10096131	111	2271
	MA_10096236	1719	3456
	MA_10096277	3073	3258
	MA_100965	8662	9003
	MA_100965	21549	21983
	MA_10096503	1822	4370
	MA_10096524	1227	3005
	MA_10096526	740	1496
	MA_100966	11717	11905
	MA_100966	12846	14092
	MA_10096625	1	998
	MA_100967	19091	19378
	MA_10096934	1130	1387
	MA_10096981	2573	4403
	MA_10097034	1	2047
	MA_10097127	1	618
	MA_10097134	1	421
	MA_10097183	1	2994
	MA_10097186	170	1392
	MA_10097190	3614	3983
	MA_10097347	382	609
	MA_10097402	2058	2396
	MA_100975	12186	14576
	MA_10097541	3569	5723
	MA_100977	1	2688
	MA_1009777	740	1642
	MA_10097816	1406	1856
	MA_10097842	1780	2399
	MA_10097865	1	1231
	MA_10097924	1	524
	MA_10097988	3008	3160
	MA_10098001	1	6392
	MA_10098066	1	635
	MA_10098110	1493	1834
	MA_10098272	3570	5210
	MA_10098376	1072	1659
	MA_100984	1	2025
	MA_10098413	3768	4680
	MA_100985	4308	6569
	MA_10098748	6691	7038
	MA_100988	2970	3560
	MA_100988	3620	6350
	MA_10098803	851	1678
	MA_10098847	1069	1910
	MA_10098872	1323	1910
	MA_10099013	1	392
	MA_10099160	2243	2554
	MA_10099225	5694	5933
	MA_100993	216	608
	MA_10099341	1310	5522
	MA_10099345	3620	4779
	MA_10099391	3929	5584
	MA_10099453	1	1919
	MA_10099498	1159	1898
	MA_10099505	1	1938
	MA_10099553	1873	2346
	MA_10099684	3938	4444
	MA_10099693	1325	2244
	MA_100998	6564	7668
	MA_10099827	958	1695
	MA_10099827	4495	4824
	MA_10100027	3206	3424
	MA_10100042	3804	7146
	MA_10100176	428	800
	MA_101002	20397	20816
	MA_101003	11521	12313
	MA_10100497	777	956
	MA_10100585	6794	7591
	MA_10100606	3097	3711
	MA_10100998	1	844
	MA_10101	30163	35299
	MA_10101060	1599	2478
	MA_10101302	1365	1769
	MA_10101473	490	1215
	MA_10101621	1	1038
	MA_10101694	9210	9983
	MA_10101825	1	332
	MA_10101870	1	410
	MA_101019	36948	46425
	MA_10101994	3089	3877
	MA_10102012	1	388
	MA_10102015	2430	2753
	MA_10102124	259	1228
	MA_10102211	1125	1724
	MA_10102246	1508	2261
	MA_10102272	359	883
	MA_10102274	1	1643
	MA_10102283	1055	1543
	MA_10102290	1440	2301
	MA_10102291	1	927
	MA_101024	26116	27017
	MA_1010241	265	573
	MA_1010241	1292	1489
	MA_101025	756	2873
	MA_10102670	1075	2594
	MA_10102675	1698	2171
	MA_10102857	2525	2860
	MA_10102872	1	1960
	MA_101029	11717	13761
	MA_101029	14084	14769
	MA_101029	17043	17309
	MA_10102998	8	541
	MA_10102999	3146	3868
	MA_10103038	299	616
	MA_10103247	918	1193
	MA_10103335	4136	4969
	MA_10103353	1089	1433
	MA_101037	18584	19348
	MA_101037	19377	21251
	MA_10103740	1	4922
	MA_101038	6991	12088
	MA_101038	27692	31026
	MA_10103971	4118	6076
	MA_10104236	7890	8879
	MA_10104314	1295	1585
	MA_10104334	1	752
	MA_10104738	1807	2829
	MA_10104741	1537	1761
	MA_101048	12711	19509
	MA_10104825	220	435
	MA_10104825	676	1371
	MA_1010504	710	1063
	MA_10105090	1	527
	MA_10105209	967	1158
	MA_10105285	4506	5030
	MA_10105289	2996	3606
	MA_10105358	1161	1403
	MA_10105360	2953	3279
	MA_10105360	5929	6487
	MA_10105376	1	488
	MA_10105408	1631	2359
	MA_10105435	1968	2311
	MA_10105635	1445	4422
	MA_10105809	5465	5876
	MA_10105809	5904	6646
	MA_10105835	1565	2767
	MA_10106028	67	652
	MA_10106144	2239	3066
	MA_10106258	5744	9538
	MA_1010630	1	4285
	MA_10106333	1	2751
	MA_10106369	1	1984
	MA_101065	13187	15548
	MA_101067	29745	32998
	MA_10106734	1989	3529
	MA_10106735	997	1674
	MA_101070	15659	16252
	MA_10107198	2098	5250
	MA_101073	5428	11074
	MA_10107300	2182	3094
	MA_10107355	606	1263
	MA_10107572	1927	2196
	MA_10107625	1261	1929
	MA_101078	46774	47064
	MA_10107971	1409	3606
	MA_10107989	1	319
	MA_101080	52274	52738
	MA_10108064	3420	3704
	MA_10108066	2453	4790
	MA_10108167	2068	2370
	MA_10108258	460	1052
	MA_10108286	1	643
	MA_101084	1	4257
	MA_10108403	14	274
	MA_101085	2179	13341
	MA_10109059	1	1182
	MA_10109146	1	967
	MA_101092	8621	11695
	MA_10109222	1769	2233
	MA_101094	16463	16807
	MA_101094	20874	21941
	MA_10109428	768	1328
	MA_10109458	3099	3519
	MA_101097	19654	20327
	MA_10109899	1	944
	MA_10110274	3051	3864
	MA_10110373	1278	1991
	MA_10110465	1	3729
	MA_101107	6863	8564
	MA_10110718	5107	5469
	MA_10110864	898	1568
	MA_10110965	11	715
	MA_101110	9110	21551
	MA_10111030	2757	4325
	MA_10111260	194	1189
	MA_101113	3	449
	MA_101113	12449	22410
	MA_10111401	1279	2131
	MA_10111432	1	438
	MA_10111655	3389	4125
	MA_10111699	1724	4065
	MA_101117	8559	10098
	MA_101119	13932	30648
	MA_10111932	1882	2584
	MA_10111942	3697	5659
	MA_10112136	9260	9598
	MA_10112138	1244	2183
	MA_10112562	1	2960
	MA_10112696	1658	1966
	MA_10112741	1	997
	MA_10112768	7763	8755
	MA_101128	24638	25156
	MA_101128	29959	30834
	MA_10112862	1	4890
	MA_10112904	1	2182
	MA_10113039	6098	6784
	MA_10113039	7440	7760
	MA_10113119	1	400
	MA_10113221	745	2240
	MA_10113222	143	524
	MA_10113236	1	466
	MA_101134	6396	12387
	MA_101134	23434	23964
	MA_10113449	2137	2588
	MA_10113463	1282	1668
	MA_101135	9150	10857
	MA_10113879	262	756
	MA_10114059	2286	3064
	MA_10114129	907	1557
	MA_1011431	104	620
	MA_10114316	1186	2277
	MA_10114338	1	1670
	MA_10114342	3005	3893
	MA_10114344	1	2525
	MA_10114444	1	476
